q,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,"Participation Invitation
We kindly invite you to share your experiences and opinions by completing this survey. The questionnaire will only take a few minutes of your time, and your insights will play a key role in enhancing the relevance and appeal of YNE’s free training programs.
Before we proceed, please confirm your consent to participate by answering the following question:
Do you consent to participate in this online survey?",Age,Gender,Sub City ,Education Level ,Employment Status,Do you have a Telegram account? ,Have you ever heard about The Youth Network Ethiopia (YNE)?,"If yes, how did you first learn about YNE? (Check all that apply)","If your answer to Question 2 is YES, and you were to participate in YNE training, which factors would be most important to you?",How do you access the internet? (Select all that apply),Which social media platforms have you used for online training purposes? (Select all that apply),How likely are you to join a free online training program offered by YNE?,What would be the most significant barriers for you to participate in free training sessions? (Select all that apply),Would you be interested in training sessions on the following topics? (Select all that apply),What motivates you to consider joining a free training program? (Select all that apply),What type of training delivery do you prefer? (Select all that apply),What is your preferred time for attending online training sessions?,How often would you prefer  free online training sessions to be offered?,Would you be more likely to attend free training sessions if they offered certification?,What topics or skills would you like free online training sessions to focus on?,How do you evaluate the overall questionnaire preparation?,What feedback and recommendations do you have for improving the questionnaire?,Area of Collection
1/17/2025 11:36:11,"Yes, I consent to participate.",21,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi",None of the above,2,"Lack of awareness, Lack of time","Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Weekly,2,Networking ,5,Encouragement only,Gerji
1/17/2025 11:36:32,"Yes, I consent to participate.",21,Male,Lemi Kura,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,YouTube,1,Lack of awareness,Personal development,To gain new skills,"Live sessions with Q&A, Pre-recorded videos",Evening (4 PM–8 PM),Bi-weekly,5,On programming and web development ,4,Nothing ,Gerji
1/17/2025 11:45:28,"Yes, I consent to participate.",35,Female,Yeka,Vocational/Technical Education,Full time,Yes,No,,,Mobile data,None of the above,4,"Lack of awareness, Poor internet access",Entrepreneurship and business management,Networking opportunities,"Pre-recorded videos, Podcasts or audio materials",Afternoon (12 PM–4 PM),Weekly,2,How to handle customer ,4,Good,Gerji
1/17/2025 11:51:07,"Yes, I consent to participate.",22,Male,Kirkos,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,1,Lack of time,Career development,Personal interest,Pre-recorded videos,Morning (8 AM–12 PM),Weekly,1,Tech related ,5,Encouragement only,Gerji
1/17/2025 12:05:02,"Yes, I consent to participate.",22,Female,Yeka,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,Telegram,1,Poor internet access,Entrepreneurship and business management,Personal interest,Self-paced online modules,Evening (4 PM–8 PM),Weekly,4,Self-defense ,3,No,Gerji
1/17/2025 12:05:19,"Yes, I consent to participate.",22,Female,Arada,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,Telegram,3,Poor internet access,Entrepreneurship and business management,To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Weekly,1,Self development,5,Its great ,Gerji
1/17/2025 12:23:17,"Yes, I consent to participate.",22,Female,Bole,Vocational/Technical Education,Student,Yes,Yes,Friends/Peers,Easy access to training materials,Mobile data,Telegram,2,Poor internet access,Career development,To gain new skills,"Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Bi-weekly,1,Business ,5,It's good ,Gerji
1/17/2025 12:32:43,"Yes, I consent to participate.",23,Female,Bole,Secondary Education (Grades 9–12),Full time,No,No,,,Mobile data,"None of the above, Tiktok",4,Topics not aligning with personal/career interests,"Career development, Personal development","To improve career prospects, Personal interest","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities",Afternoon (12 PM–4 PM),Weekly,2,Business ,4,Put it into action,Gerji
1/17/2025 14:00:15,"Yes, I consent to participate.",24,Male,Kirkos,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,"Telegram, Facebook",3,"Lack of awareness, Poor internet access",Digital skills,"To gain new skills, To improve career prospects, Personal interest","Live sessions with Q&A, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,2,Graphics design ,3,No ask,Gerji
1/17/2025 14:04:23,"Yes, I consent to participate.",20,Female,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",2,"Lack of awareness, Poor internet access",Digital skills,To gain new skills,"Live sessions with Q&A, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,2,Mind set,3,Nice,Gerji
1/17/2025 14:09:01,"Yes, I consent to participate.",32,Male,Bole,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube, Twitter/X",3,"Lack of awareness, Poor internet access","Career development, Entrepreneurship and business management, Personal development","To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats, Self-paced online modules",Evening (4 PM–8 PM),Bi-weekly,1,Career development ,4,Good ,Gerji
1/17/2025 14:09:09,"Yes, I consent to participate.",23,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,Public Wi-Fi,Telegram,5,Topics not aligning with personal/career interests,Digital skills,Personal interest,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Monthly,5,Market ,5,Its good,Gerji
1/17/2025 14:11:12,"Yes, I consent to participate.",18,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,3,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects",Live sessions with Q&A,Evening (4 PM–8 PM),Weekly,2,Video editing,3,Nice,Gerji
1/17/2025 14:15:10,"Yes, I consent to participate.",23,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,Yes,Advertisements,Relevant topics,Mobile data,WhatsApp,4,Lack of time,"Entrepreneurship and business management, ",To gain new skills,Virtual workshops or webinars,Evening (4 PM–8 PM),Weekly,4,How to create our own company and how to improve our self,5,Nothing to add,Gerji
1/17/2025 14:19:18,"Yes, I consent to participate.",22,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,"LinkedIn, Telegram, WhatsApp, YouTube, Facebook, Twitter/X",5,Lack of time,"Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Networking opportunities","Pre-recorded videos, Interactive quizzes or activities, Self-paced online modules, Virtual workshops or webinars",Evening (4 PM–8 PM),Monthly,2,"Business, finance ",5,None,Gerji
1/17/2025 14:22:52,"Yes, I consent to participate.",25,Male,Bole,Tertiary Education (Undergraduate),Full time,Yes,No,,,Home Wi-Fi,YouTube,3,Lack of time,Entrepreneurship and business management,To gain new skills,Pre-recorded videos,Afternoon (12 PM–4 PM),Weekly,3,Related to ms application ,4,Its very nice keep it up,Gerji
1/17/2025 14:24:05,"Yes, I consent to participate.",23,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, WhatsApp, YouTube, Facebook, Twitter/X",3,Lack of awareness,"Career development, Digital skills, Entrepreneurship and business management, Personal development",To gain new skills,"Live sessions with Q&A, Pre-recorded videos, Podcasts or audio materials, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Bi-weekly,1,New skill development ,4,Its good no recommendations to add,Gerji
1/17/2025 14:25:59,"Yes, I consent to participate.",23,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,3,Lack of time,Digital skills,Networking opportunities,Pre-recorded videos,Afternoon (12 PM–4 PM),Weekly,3,Digital skills,4,Nothing,Gerji
1/17/2025 14:27:55,"Yes, I consent to participate.",36,Female,Bole,Completed Degree,Full time,Yes,Yes,"Social media (e.g., Facebook, Instagram)",Relevant topics,Home Wi-Fi,YouTube,3,Lack of time,Entrepreneurship and business management,To gain new skills,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,4,Business ,3,Good,Gerji
1/17/2025 14:31:58,"Yes, I consent to participate.",20,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,Telegram,3,Lack of time,"Digital skills, Personal development",To gain new skills,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,3,Self improvements ,3,It was amazing ,Gerji
1/17/2025 14:31:59,"Yes, I consent to participate.",20,Female,Lemi Kura,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,Telegram,3,Topics not aligning with personal/career interests,Entrepreneurship and business management,To gain new skills,In-person training sessions (if applicable),Evening (4 PM–8 PM),Weekly,3,Coding,5,Good,Gerji
1/17/2025 14:37:47,"Yes, I consent to participate.",21,Female,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,4,Lack of awareness,Entrepreneurship and business management,Personal interest,Interactive quizzes or activities,Morning (8 AM–12 PM),Weekly,3,Art,5,Good,Gerji
1/17/2025 14:37:49,"Yes, I consent to participate.",20,Male,Bole,Completed Degree,Part time,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",3,Lack of time,Digital skills,To gain new skills,"Reading materials (e.g., PDFs, guides)",Morning (8 AM–12 PM),Daily,3,Digital skill,3,Nice,Gerji
1/17/2025 14:42:47,"Yes, I consent to participate.",25,Male,Bole,"Postgraduate Education (Master’s, Doctoral Level)",Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,5,"Lack of time, Topics not aligning with personal/career interests",Personal development,To improve career prospects,Pre-recorded videos,Evening (4 PM–8 PM),Weekly,5,Sales,5,Good,Gerji
1/17/2025 14:44:51,"Yes, I consent to participate.",25,Female,Bole,Secondary Education (Grades 9–12),Full time,Yes,No,,,Home Wi-Fi,Tiktok,4,Poor internet access,"Career development, Personal development","To gain new skills, To improve career prospects",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,4,High price of living ,4,Good,Gerji
1/17/2025 14:47:49,"Yes, I consent to participate.",24,Male,Bole,Vocational/Technical Education,Student,Yes,Yes,Friends/Peers,Flexible scheduling,Mobile data,"Telegram, WhatsApp, YouTube, Facebook",1,Lack of time,Digital skills,To gain new skills,Pre-recorded videos,Morning (8 AM–12 PM),Weekly,2,Bussines ,3,Yes,Gerji
1/17/2025 14:48:05,"Yes, I consent to participate.",24,Male,Akaki Kaliti,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,YouTube,5,Lack of awareness,Digital skills,To gain new skills,"Podcasts or audio materials, ",Evening (4 PM–8 PM),Monthly,3,Editing ,4,Good,Gerji
1/17/2025 14:59:22,"Yes, I consent to participate.",24,Male,Bole,Completed Degree,Unemployed,Yes,No,,,Home Wi-Fi,"LinkedIn, Telegram, WhatsApp, YouTube, Facebook, Twitter/X",1,Lack of awareness,Entrepreneurship and business management,To gain new skills,Podcasts or audio materials,Afternoon (12 PM–4 PM),Weekly,1,Ai automation ,4,It's very good ,Gerji
1/17/2025 15:00:29,"Yes, I consent to participate.",24,Male,Lemi Kura,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, WhatsApp, YouTube",4,Lack of time,Entrepreneurship and business management,To gain new skills,Live sessions with Q&A,Evening (4 PM–8 PM),Weekly,1,Digtal marketing ,3,Nice question ,Gerji
1/17/2025 15:06:23,"Yes, I consent to participate.",47,Female,Yeka,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,"None of the above, Google",2,Long time,Career development,Networking opportunities,"Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, In-person training sessions (if applicable)",Morning (8 AM–12 PM),Bi-weekly,2,Create a work mindset ,4,Good,Gerji
1/17/2025 15:10:23,"Yes, I consent to participate.",20,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,"LinkedIn, Telegram, WhatsApp, YouTube",2,Lack of time,Digital skills,"To gain new skills, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats",Evening (4 PM–8 PM),Daily,1,"Forex, digital marketing ",5,Nothing different ,Gerji
1/17/2025 15:10:53,"Yes, I consent to participate.",21,Male,Nifas Silk Lafto,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Live sessions with Q&A, Interactive quizzes or activities",Evening (4 PM–8 PM),Bi-weekly,1,"Enterprenuership and business mgt.
Personal Develpoment
courses can upgrade analytical skills",5,This is good questionnarie.,Gerji
1/17/2025 15:18:50,"Yes, I consent to participate.",20,Male,Akaki Kaliti,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,YouTube,3,Lack of time,Digital skills,"To gain new skills, To improve career prospects",Self-paced online modules,Evening (4 PM–8 PM),Daily,3,Graphics ,5,No feedback so far,Gerji
1/17/2025 15:24:23,"Yes, I consent to participate.",20,Female,Bole,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,3,Lack of time,Entrepreneurship and business management,Networking opportunities,Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,4,Business ,5,Very Good,Gerji
1/17/2025 15:43:36,"Yes, I consent to participate.",32,Female,Bole,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi","YouTube, Google",3,Lack of time,Entrepreneurship and business management,"To gain new skills, Networking opportunities","Live sessions with Q&A, Pre-recorded videos",Morning (8 AM–12 PM),Bi-weekly,4,Entrepreneurship ,4,Good,Gerji
1/17/2025 15:48:02,"Yes, I consent to participate.",24,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,"Digital skills, Entrepreneurship and business management",To gain new skills,Live sessions with Q&A,Evening (4 PM–8 PM),Daily,1,Graphics,5,Rather not,Gerji
1/17/2025 15:53:09,"Yes, I consent to participate.",27,Female,Bole,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,YouTube,3,Poor internet access,Entrepreneurship and business management,Certification upon completion,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,5,Business handling ,4,Good,Gerji
1/17/2025 15:59:43,"Yes, I consent to participate.",24,Male,Bole,Tertiary Education (Undergraduate),Full time,Yes,No,,,"Mobile data, Public Wi-Fi",Facebook,2,"Lack of awareness, Poor internet access, Lack of time, Topics not aligning with personal/career interests",Personal development,"To gain new skills, To improve career prospects, Personal interest","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Discussion forums or group chats",Afternoon (12 PM–4 PM),Bi-weekly,2,Graphics ,5,No feedback ,Gerji
1/17/2025 16:04:59,"Yes, I consent to participate.",25,Female,Bole,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,Telegram,5,Lack of awareness,Entrepreneurship and business management,To improve career prospects,"Reading materials (e.g., PDFs, guides)",Morning (8 AM–12 PM),Weekly,2,Post pill complication ,5,Its good,Gerji
1/17/2025 16:12:42,"Yes, I consent to participate.",31,Female,Yeka,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,LinkedIn,5,Lack of time,Personal development,To gain new skills,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Monthly,2,Pharmacy,3,50%,Gerji
1/20/2025 10:13:06,"Yes, I consent to participate.",18,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,3,Topics not aligning with personal/career interests,Personal development,"To gain new skills, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Discussion forums or group chats",Evening (4 PM–8 PM),Weekly,2,Networking ,5,Nothing so far,4 kilo
1/20/2025 10:16:31,"Yes, I consent to participate.",23,Male,Akaki Kaliti,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,"Telegram, YouTube, Reditt",2,"Lack of time, Topics not aligning with personal/career interests","Career development, Entrepreneurship and business management","To gain new skills, Personal interest, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Virtual workshops or webinars, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Bi-weekly,4,Health,4,Add options for no choices,4 kilo
1/20/2025 10:19:05,"Yes, I consent to participate.",17,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,None of the above,1,"Lack of awareness, Topics not aligning with personal/career interests","Entrepreneurship and business management, Personal development","To gain new skills, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Business ,5,Nothing so far,4 kilo
